n,test_used,statistic,p_value,mean_before,mean_after,mean_diff,std_diff,effect_size_dz,normality_p,metric,p_value_fdr_bh,significant_fdr_0_05
10,paired_t_test,1.7842102212287423,0.10805524234601956,0.8,1.7,0.9,1.5951314818673865,0.5642168123635735,0.06107554939358317,DMSTE,0.5084491798100501,False
10,paired_t_test,-1.7142857142857144,0.12062074496836384,14.2,13.4,-0.8,1.4757295747452437,-0.5421047417431508,0.22465815904020103,DMSTCAD,0.5084491798100501,False
10,paired_t_test,1.7142857142857144,0.12062074496836384,0.8,1.6,0.8,1.4757295747452437,0.5421047417431508,0.22465815904020103,DMSTEAD,0.5084491798100501,False
10,wilcoxon,0.0,0.125,0.1,0.5,0.4,0.5163977794943223,0.7745966692414833,0.00016867907610300183,DMSTEC,0.5084491798100501,False
10,wilcoxon,0.0,0.125,0.1,0.5,0.4,0.5163977794943223,0.7745966692414833,0.00016867907610300183,DMSTECAD,0.5084491798100501,False
10,paired_t_test,-1.6910109857877833,0.12509230851666991,94.6,89.3,-5.3,9.911273043021936,-0.5347446263456017,0.2535527999183175,DMSPCAD,0.5084491798100501,False
10,paired_t_test,-1.687123588599257,0.12585375737872528,1205.95319,926.48694,-279.46625000000006,523.8204747523976,-0.5335153234170538,0.7362108476754883,DMSL4SD,0.5084491798100501,False
10,paired_t_test,-1.6441135949213945,0.13456463465511728,2973.5299999999997,2666.5150000000003,-307.01500000000004,590.5107036615755,-0.519914369199905,0.9272941902233449,DMSML4,0.5227318500064171,False
8,paired_t_test,1.6550318531021113,0.14189160270147938,5.0,5.75,0.75,1.2817398889233114,0.5851421232041205,0.5919950735836836,PALTA,0.5307796989944228,False
10,wilcoxon,13.0,0.16015625,2450.24,2402.2,-48.039999999999985,1049.8365282271332,-0.04575950513088499,0.00025896978269882536,DMSMLS,0.5777064732142857,False
10,paired_t_test,1.4662737047534058,0.1766221981052785,2718.35,3367.0,648.65,1398.9280429830708,0.4636764580234022,0.83862668046144,DMSMDL12,0.6050660061248558,False
